-0.000165 -0.000117 -0.000160 -0.000116 
-0.000113 -0.000121 -0.000100 -0.000110 
-0.000106 -0.000115 -0.000135 -0.000115 
-0.000137 -0.000117 -0.000123 -0.000124 
-0.000101 -0.000114 -0.000115 -0.000145 
